PRE_Reason,POST_Reason,fly_name_reference,date,reference_hour,machine_name,CS,US,Dilution,food,region_id,Files,PRE_ROI,POST_ROI,Genotype,Gender,Age,interactor,Training,comment on SD,User,experiment,PRE_1,PRE_2,PRE,POST_1,POST_2,POST,SD_status,interval
,,2023-06-27_16-34-26(ET_3h)_ROI_17,,,,OCT,75V 0Ω,500,NONE,,2023-06-27_16-34-26(ET_3h),17,17,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.2,0.111111111111111,0.155555555555556,0,0.142857142857143,0.0714285714285714,NONE,No_stimulator
,,2023-06-27_16-34-26(ET_3h)_ROI_18,,,,OCT,75V 0Ω,500,NONE,,2023-06-27_16-34-26(ET_3h),18,18,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0.2,0.1,0,-0.142857142857143,-0.0714285714285714,NONE,No_stimulator
,,2023-06-27_16-34-26(ET_3h)_ROI_19,,,,OCT,75V 0Ω,500,NONE,,2023-06-27_16-34-26(ET_3h),19,19,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.2,0,-0.1,0,0.333333333333333,0.166666666666667,NONE,No_stimulator
,,2023-06-27_16-34-26(ET_3h)_ROI_20,,,,OCT,75V 0Ω,500,NONE,,2023-06-27_16-34-26(ET_3h),20,20,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.2,0.142857142857143,-0.0285714285714286,-0.333333333333333,-0.142857142857143,-0.238095238095238,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_1,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),1,1,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,NA,,0,0,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_2,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),2,2,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.142857142857143,0.333333333333333,0.238095238095238,0,0.0909090909090909,0.0454545454545455,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_3,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),3,3,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,-0.0909090909090909,,NA,0.333333333333333,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_4,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),4,4,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.142857142857143,-0.2,,NA,NA,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_5,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),5,5,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,NA,,NA,0,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_6,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),6,6,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,NA,,0.428571428571429,-0.142857142857143,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_7,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),7,7,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0,0,0.142857142857143,0.25,0.196428571428571,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_8,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),8,8,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.2,1,,0.0909090909090909,0.111111111111111,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_9,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),9,9,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,1,,0.142857142857143,-0.142857142857143,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_10,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),10,10,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.333333333333333,0,-0.166666666666667,-0.142857142857143,0.142857142857143,0,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_11,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),11,11,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,NA,,0,-0.111111111111111,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_12,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),12,12,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.142857142857143,-0.2,,NA,-0.333333333333333,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_13,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),13,13,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.142857142857143,0.333333333333333,,NA,NA,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_14,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),14,14,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,NA,0,0,-0.142857142857143,-0.07142857143,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_15,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),15,15,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,NA,,NA,NA,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_16,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),16,16,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,NA,,NA,NA,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_17,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),17,17,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,NA,,0.142857142857143,0,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_18,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),18,18,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0.333333333333333,,0.111111111111111,-0.333333333333333,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_19,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),19,19,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,NA,,0.333333333333333,NA,,NONE,No_stimulator
,,2023-06-28_15-17-27(ET_3h)_ROI_20,,,,OCT,75V 0Ω,500,NONE,,2023-06-28_15-17-27(ET_3h),20,20,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,NA,0,0.333333333333333,-0.111111111111111,0.111111111111111,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_1,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),1,1,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0,0,0,0,0,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_2,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),2,2,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.111111111111111,0,,0,NA,,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_3,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),3,3,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0.2,0.1,0,1,0,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_4,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),4,4,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.0909090909090909,0.111111111111111,0.0101010101010101,0,0,0,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_5,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),5,5,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0.333333333333333,,NA,0.142857142857143,,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_6,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),6,6,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.25,0,0.125,0,-0.2,-0.1,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_7,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),7,7,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.142857142857143,0,0.0714285714285714,-0.142857142857143,0,-0.0714285714285714,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_8,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),8,8,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,-0.2,-0.1,0,-0.2,-0.1,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_9,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),9,9,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0.5,,NA,NA,,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_10,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),10,10,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.111111111111111,0.333333333333333,0.222222222222222,-0.2,0,-0.1,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_11,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),11,11,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0.142857142857143,,0,NA,,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_12,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),12,12,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.25,0,0.125,-0.142857142857143,NA,-0.143,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_13,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),13,13,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0,0,0.333333333333333,0.333333333333333,,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_14,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),14,14,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.111111111111111,0.2,0.155555555555556,-0.5,0.333333333333333,-0.0833333333333333,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_15,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),15,15,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0.333333333333333,0.166666666666667,0,0.142857142857143,0.0714285714285714,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_16,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),16,16,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0.25,0.125,0.111111111111111,0.142857142857143,0.126984126984127,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_17,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),17,17,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.142857142857143,0.142857142857143,0,0.2,-0.5,-0.15,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_18,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),18,18,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,-0.2,,-0.333333333333333,NA,,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_19,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),19,19,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,-0.25,-0.125,-0.25,0,-0.125,NONE,No_stimulator
,,2023-07-04_13-45-39(ET_3h)_ROI_20,,,,OCT,75V 0Ω,500,NONE,,2023-07-04_13-45-39(ET_3h),20,20,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0.111111111111111,0.0555555555555556,-0.142857142857143,0,-0.0714285714285714,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_1,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),1,1,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,1,NA,,NA,NA,,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_2,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),2,2,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0,,-0.25,-0.555555555555556,,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_3,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),3,3,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.2,0,-0.1,-0.5,-0.333333333333333,-0.416666666666667,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_4,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),4,4,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,-0.111111111111111,-0.0555555555555556,0,-0.111111111111111,-0.0555555555555556,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_5,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),5,5,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.142857142857143,-0.25,-0.3214285714,NA,-1,,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_6,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),6,6,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.142857142857143,0,,NA,NA,,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_7,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),7,7,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.111111111111111,0,-0.0555555555555556,-0.111111111111111,0,-0.0555555555555556,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_8,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),8,8,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.142857142857143,-0.2,,NA,NA,,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_9,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),9,9,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,-0.5,,0,NA,,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_10,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),10,10,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,-0.333333333333333,,NA,NA,,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_11,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),11,11,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0,,-0.333333333333333,0.142857142857143,,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_12,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),12,12,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0.142857142857143,,-0.5,-1,,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_13,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),13,13,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0,,-0.5,-1,,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_14,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),14,14,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.142857142857143,-0.333333333333333,-0.238095238095238,-1,-0.666666666666667,-0.833333333333333,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_15,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),15,15,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,-0.2,-0.1,-0.142857142857143,-0.6,-0.371428571428571,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_16,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),16,16,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.333333333333333,NA,,-1,-0.5,,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_17,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),17,17,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.2,0.6,0.2,-0.333333333333333,NA,-0.333,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_18,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),18,18,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,-0.111111111111111,-0.0555555555555556,-1,-0.666666666666667,-0.833333333333333,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_19,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),19,19,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,0.5,,-0.428571428571429,-0.333333333333333,,NONE,No_stimulator
,,2023-07-10_15-09-51(ET_3h)_ROI_20,,,,OCT,75V 0Ω,500,NONE,,2023-07-10_15-09-51(ET_3h),20,20,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.142857142857143,-0.142857142857143,,-0.714285714285714,-0.333333333333333,,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_1,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),1,1,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0.142857142857143,0.0714285714285714,0,-0.2,-0.1,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_2,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),2,2,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.142857142857143,0,-0.0714285714285714,-0.142857142857143,0.333333333333333,0.0952380952380952,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_3,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),3,3,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,-0.25,-0.125,-0.2,-0.111111111111111,-0.155555555555556,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_4,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),4,4,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0,0,0,0,0,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_5,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),5,5,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.2,-0.2,0,0,NA,0,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_6,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),6,6,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0,0,0,-0.111111111111111,-0.0555555555555556,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_7,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),7,7,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.5,0,,NA,-0.333333333333333,,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_8,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),8,8,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,0.142857142857143,0.0714285714285714,-0.2,-0.333333333333333,-0.266666666666667,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_9,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),9,9,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,NA,,-0.5,-0.333333333333333,,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_10,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),10,10,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.111111111111111,-0.111111111111111,-0.111111111111111,-0.5,NA,-0.5,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_11,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),11,11,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.111111111111111,-0.333333333333333,,NA,NA,,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_12,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),12,12,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.111111111111111,0.111111111111111,0,0,0,0,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_13,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),13,13,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,-0.142857142857143,,NA,NA,,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_14,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),14,14,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.142857142857143,0,,NA,NA,,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_15,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),15,15,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.2,0.142857142857143,0.171428571428571,-0.333333333333333,NA,-0.33,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_16,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),16,16,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.142857142857143,-0.111111111111111,-0.126984126984127,NA,-0.333333333333333,-0.33,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_17,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),17,17,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.2,0.2,0,NA,-0.333333333333333,-0.6,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_18,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),18,18,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.333333333333333,0.2,,NA,NA,,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_19,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),19,19,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,-0.2,,NA,NA,,NONE,No_stimulator
,,2023-07-17_15-19-38(ET_3h)_ROI_20,,,,OCT,75V 0Ω,500,NONE,,2023-07-17_15-19-38(ET_3h),20,20,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,1,-0.714285714285714,,NA,-0.333333333333333,,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_1,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),1,1,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,NA,,NA,NA,,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_2,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),2,2,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.333333333333333,NA,,NA,NA,,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_3,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),3,3,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,NA,,NA,-0.333333333333333,,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_4,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),4,4,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.333333333333333,NA,,0,-0.2,,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_5,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),5,5,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,0.2,,NA,NA,,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_6,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),6,6,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.142857142857143,NA,,-0.5,0,,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_7,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),7,7,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,NA,0.333333333333333,,-0.2,-0.142857142857143,,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_8,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),8,8,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,-0.5,NA,,NA,NA,,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_9,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),9,9,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.333333333333333,-0.333333333333333,0,-0.5,0.333333333333333,-0.0833333333333333,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_10,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),10,10,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,1,NA,,NA,NA,,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_11,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),11,11,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0.6,0.5,,-0.2,NA,,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_12,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),12,12,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,1,-0.333333333333333,,NA,NA,,NONE,No_stimulator
,,2023-07-18_14-44-14(ET_3h)_ROI_13,,,,OCT,75V 0Ω,500,NONE,,2023-07-18_14-44-14(ET_3h),13,13,Iso31,FALSE,4,NONE,1X,NONE,ET,3hr STM,0,NA,,NA,NA,,NONE,No_stimulator
